REFSEQ,SYMBOL,GENENAME,ENTREZID,GOSLIM_IDS,Ecol-K-12MG1655-1G-CTRL-Rep1,Ecol-K-12MG1655-1G-CTRL-Rep2,Ecol-K-12MG1655-1G-CTRL-Rep3,Ecol-K-12MG1655-1G-CTRL-Rep4,Ecol-K-12MG1655-uG-Clinorotation-Rep1,Ecol-K-12MG1655-uG-Clinorotation-Rep2,Ecol-K-12MG1655-uG-Clinorotation-Rep3,Ecol-K-12MG1655-uG-Clinorotation-Rep4,All.mean,All.stdev,F.p.value,Group.Mean_(1G),Group.Mean_(uG),Group.Stdev_(1G),Group.Stdev_(uG),Log2fc_(1G)v(uG),Log2fc_(uG)v(1G),P.value_(1G)v(uG),P.value_(uG)v(1G),Adj.p.value_(1G)v(uG),Adj.p.value_(uG)v(1G)
NP_416098,rspA,bifunctional D-altronate/D-mannonate dehydratase,946126,"GO:0003824, GO:0008152, GO:0016829, GO:0016836, GO:0016853, GO:0016854",8.629897493,8.66808234,8.646151844,8.322261399,8.530443248,8.481067692,8.620764026,8.405621802,8.53803623,0.019024056,0.572454321,8.509474192,8.566598269,4.254737096,4.283299134,-0.057124077,0.057124077,0.572454321,0.572454321,0.998164659,0.998164659
NP_418099,pyrE,orotate phosphoribosyltransferase,948157,NA,9.076871497,9.073857306,9.014312105,8.956051753,9.098908777,8.926257602,8.955264272,9.162715532,9.033029855,0.012767611,0.946493877,9.035786546,9.030273165,4.517893273,4.515136583,0.005513381,-0.005513381,0.946493877,0.946493877,0.998164659,0.998164659
NP_415719,dhaR,dhaKLM operon transcription activator,945743,NA,9.018512652,9.006336213,8.953113107,9.000380003,9.024952528,8.94540113,8.95160733,8.721558795,8.95273272,0.01340714,0.333291201,8.910879946,8.994585494,4.455439973,4.497292747,-0.083705548,0.083705548,0.333291201,0.333291201,0.998164659,0.998164659
NP_416483,yodB,cytochrome b561 homolog,946491,"GO:0005886, GO:0006091, GO:0006810, GO:0022904, NA",8.518354361,8.568373602,8.568373602,8.463043644,8.400108315,8.506845151,8.62211429,8.462682028,8.513736874,0.011153626,0.682122783,8.497937446,8.529536302,4.248968723,4.264768151,-0.031598856,0.031598856,0.682122783,0.682122783,0.998164659,0.998164659
NP_418578,frdA,anaerobic fumarate reductase catalytic and NAD/flavoprotein subunit,948667,"GO:0003824, GO:0005975, GO:0006091, GO:0006119, GO:0008152, GO:0016491, GO:0022904, GO:0044238, NA",8.231851273,8.021864517,8.103459118,8.145610539,8.2197473,8.2628003,8.220717012,8.333315415,8.192420684,0.010888096,0.103937731,8.259145007,8.125696362,4.129572503,4.062848181,0.133448645,-0.133448645,0.103937731,0.103937731,0.998164659,0.998164659
NP_414576,caiF,cai operon transcriptional activator,944795,,8.379664447,8.53041749,8.413539582,7.742090446,8.378902558,7.831367167,8.359401236,7.772376998,8.175969991,0.08543591,0.404136126,8.08551199,8.266427991,4.042755995,4.133213996,-0.180916001,0.180916001,0.404136126,0.404136126,0.998164659,0.998164659
NP_415380,rlmC,"23S rRNA m(5)U747 methyltransferase, SAM-dependent",947260,"GO:0003676, GO:0003824, GO:0005488, GO:0006139, GO:0008152, GO:0008168, GO:0008173, GO:0016740, GO:0044238",9.403298531,9.472722427,9.489182936,9.694263998,9.251696895,9.690701502,9.64712116,9.438872404,9.510982482,0.026299136,0.947465148,9.50709799,9.514866973,4.753548995,4.757433486,-0.007768983,0.007768983,0.947465148,0.947465148,0.998164659,0.998164659
NP_415685,ymgC,"Blue light, low temperature and stress induced protein",945090,,7.538262355,7.431934395,7.098021664,6.968775787,7.194850011,7.568172158,7.416219174,6.960110298,7.27204323,0.055043395,0.880815073,7.28483791,7.25924855,3.642418955,3.629624275,0.02558936,-0.02558936,0.880815073,0.880815073,0.998164659,0.998164659
NP_414864,prpR,propionate catabolism operon regulatory protein,944987,NA,8.249512405,8.204697673,8.21447214,8.613086655,7.857415445,8.774565306,8.531684849,8.553552149,8.374873328,0.072627944,0.581792094,8.429304437,8.320442218,4.214652219,4.160221109,0.108862219,-0.108862219,0.581792094,0.581792094,0.998164659,0.998164659
NP_417389,rpiA,"ribose 5-phosphate isomerase, constitutive",947407,NA,8.818563948,8.804490268,8.798438398,8.517065914,8.8602594,8.70055359,8.776183651,8.717594077,8.749143656,0.016155939,0.754251475,8.76364768,8.734639632,4.38182384,4.367319816,0.029008048,-0.029008048,0.754251475,0.754251475,0.998164659,0.998164659
NP_416509,cbtA,CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system,946534,,7.576555847,7.668023663,7.325859767,8.758107445,7.345383522,8.383539769,7.904100734,8.89160386,7.981646826,0.286885337,0.450096614,8.131156971,7.832136681,4.065578486,3.91606834,0.299020291,-0.299020291,0.450096614,0.450096614,0.998164659,0.998164659
NP_417012,rlmN,"dual specificity 23S rRNA m(2)A2503, tRNA m(2)A37 methyltransferase, SAM-dependent",946249,"GO:0003824, GO:0006139, GO:0006399, GO:0006807, GO:0008152, GO:0008168, GO:0008173, GO:0009987, GO:0016070, GO:0016072, GO:0016740, GO:0044085, GO:0044238, GO:0071840",9.059789645,9.005309437,9.05833086,9.553020676,8.730502268,9.629373852,9.040328354,9.269039986,9.168211885,0.077262773,0.992886638,9.167311115,9.169112655,4.583655558,4.584556327,-0.001801539,0.001801539,0.992886638,0.992886638,0.998492725,0.998492725
NP_417525,glnE,fused deadenylyltransferase/adenylyltransferase for glutamine synthetase,947552,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0006520, GO:0006521, GO:0006807, GO:0008152, GO:0009987, GO:0016740, GO:0016779, GO:0044238, GO:0044464, GO:0050789, GO:0065007",7.73392683,7.597079104,7.691799233,7.919664605,7.658256851,8.139103693,7.965331302,8.095964026,7.850140706,0.029216922,0.090581906,7.964663968,7.735617443,3.982331984,3.867808722,0.229046525,-0.229046525,0.090581906,0.090581906,0.998164659,0.998164659
NP_417081,yfiM,putative lipoprotein,947060,NA,8.364846304,8.339974216,8.294870313,8.054641948,8.377562063,8.306542375,8.224536113,8.415678257,8.297331449,0.016497121,0.476314241,8.331079702,8.263583195,4.165539851,4.131791598,0.067496507,-0.067496507,0.476314241,0.476314241,0.998164659,0.998164659
NP_416599,gatY,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",946636,"GO:0003824, GO:0005975, GO:0008152, GO:0016829, GO:0044238",9.131904928,9.103061781,9.111883348,9.26058924,8.96746529,9.322683176,9.276837291,9.329847007,9.188034008,0.019134079,0.47833583,9.224208191,9.151859824,4.612104096,4.575929912,0.072348367,-0.072348367,0.47833583,0.47833583,0.998164659,0.998164659
NP_417727,fis,global DNA-binding transcriptional dual regulator,947697,,7.469057964,7.622121096,7.164498298,8.033802268,7.504894129,7.873886758,7.734328747,7.817577688,7.652520869,0.05974509,0.37786713,7.73267183,7.572369907,3.866335915,3.786184953,0.160301924,-0.160301924,0.37786713,0.37786713,0.998164659,0.998164659
NP_417251,ygcS,putative MFS sugar transporter; membrane protein,947238,NA,8.924375968,8.775723446,8.97303937,8.513113611,8.903139229,8.769939943,8.875838515,8.228284803,8.745431861,0.054887568,0.552325087,8.694300623,8.796563099,4.347150311,4.398281549,-0.102262476,0.102262476,0.552325087,0.552325087,0.998164659,0.998164659
NP_418637,ytfJ,putative transcriptional regulator,948737,,8.809399572,8.834539671,8.910189278,8.895300565,8.832878807,9.162287227,8.920440664,8.790848682,8.894485558,0.017358123,0.507744291,8.926613845,8.862357272,4.463306923,4.431178636,0.064256573,-0.064256573,0.507744291,0.507744291,0.998164659,0.998164659
NP_417261,mazG,nucleoside triphosphate pyrophosphohydrolase,947254,"GO:0003824, GO:0006139, GO:0006796, GO:0006807, GO:0008152, GO:0009056, GO:0009987, GO:0016462, GO:0016787, GO:0044238",8.311363061,8.279154487,8.195819127,8.045811308,8.350260983,8.174398975,8.024303298,8.032273593,8.176673104,0.019881191,0.544878442,8.145309212,8.208036996,4.072654606,4.104018498,-0.062727783,0.062727783,0.544878442,0.544878442,0.998164659,0.998164659
NP_415171,cobC,putative alpha-ribazole-5'-P phosphatase,945246,NA,8.806094661,8.823819605,8.782004099,8.997674524,8.864304574,9.010132737,8.916964973,9.417398222,8.952299174,0.031572172,0.146223889,9.052200126,8.852398222,4.526100063,4.426199111,0.199801904,-0.199801904,0.146223889,0.146223889,0.998164659,0.998164659
NP_418377,katG,"catalase-peroxidase HPI, heme b-containing",948431,"GO:0003824, GO:0004601, GO:0005488, GO:0005622, GO:0005737, GO:0005829, GO:0006950, GO:0008152, GO:0009056, GO:0009987, GO:0016209, GO:0016491, GO:0044464, GO:0050896",8.817317784,8.869115663,8.885470589,8.724256253,8.632885771,8.696867573,8.939723984,9.06075212,8.828298717,0.022676627,0.937995808,8.832557362,8.824040072,4.416278681,4.412020036,0.00851729,-0.00851729,0.937995808,0.937995808,0.998164659,0.998164659
NP_418044,yiaW,DUF3302 family inner membrane protein,948105,,8.334823266,8.33357882,8.39387113,8.448279445,8.427617922,8.576424257,8.290308686,7.724096423,8.316124994,0.054612593,0.475550275,8.254611822,8.377638165,4.127305911,4.188819083,-0.123026344,0.123026344,0.475550275,0.475550275,0.998164659,0.998164659
NP_415161,lipA,lipoate synthase,945227,NA,8.059756798,8.090503045,8.167500244,8.330463053,8.052709903,8.158661722,8.153292313,8.517499961,8.19129838,0.02612269,0.621142676,8.220540975,8.162055785,4.110270487,4.081027892,0.05848519,-0.05848519,0.621142676,0.621142676,0.998164659,0.998164659
NP_417612,yraI,putative periplasmic pilin chaperone,947657,NA,8.565401247,8.84473545,8.581071899,9.024106134,8.276160722,9.071203346,8.758183461,9.120248669,8.780138866,0.073881015,0.790429241,8.80644905,8.753828682,4.403224525,4.376914341,0.052620367,-0.052620367,0.790429241,0.790429241,0.998164659,0.998164659
NP_416114,asr,acid shock-inducible periplasmic protein,945103,,8.805371335,8.848355619,8.835523868,8.821405561,8.999709636,8.897437919,8.72638993,9.209476419,8.892958786,0.021085519,0.235292684,8.958253476,8.827664096,4.479126738,4.413832048,0.130589381,-0.130589381,0.235292684,0.235292684,0.998164659,0.998164659
NP_416295,yeaE,"aldo-keto reductase, methylglyoxal to acetol, NADPH-dependent",946302,"GO:0003824, GO:0005215, GO:0008152, GO:0016491, GO:0006810, GO:0051179",8.721862787,8.707521414,8.70653966,8.621740844,8.679304599,8.719116932,8.699309568,8.695780063,8.693896983,0.008175381,0.89161264,8.69837779,8.689416176,4.349188895,4.344708088,0.008961614,-0.008961614,0.89161264,0.89161264,0.998164659,0.998164659
NP_417660,mlaD,OM lipid asymmetry maintenance protein; membrane-anchored ABC family periplasmic binding protein,947712,NA,9.469121627,9.515928218,9.477181481,8.957551343,9.373228868,9.37388432,9.61134062,8.829469611,9.325963261,0.067459131,0.759485654,9.296980854,9.354945667,4.648490427,4.677472834,-0.057964813,0.057964813,0.759485654,0.759485654,0.998164659,0.998164659
NP_414665,cueO,multicopper oxidase (laccase),947736,"GO:0003824, GO:0005488, GO:0008152, GO:0016491",8.260752898,8.478455069,8.448959066,7.754353392,8.67404802,8.109030365,8.198159001,8.379393974,8.287893973,0.06550534,0.577704274,8.34015784,8.235630106,4.17007892,4.117815053,0.104527733,-0.104527733,0.577704274,0.577704274,0.998164659,0.998164659
NP_414726,dnaE,DNA polymerase III alpha subunit,944877,NA,8.558108219,8.545561221,8.504567167,8.520892847,8.28128142,8.717896191,8.678193275,8.651690003,8.557273793,0.021244677,0.6392794,8.582265222,8.532282364,4.291132611,4.266141182,0.049982858,-0.049982858,0.6392794,0.6392794,0.998164659,0.998164659
NP_416492,cbl,ssuEADCB/tauABCD operon transcriptional activator,946502,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, NA",8.906747293,9.01300766,8.987465672,9.097398685,8.894257653,8.78574844,8.953132687,9.310567735,8.993540728,0.026651979,0.897950707,8.985926629,9.001154828,4.492963314,4.500577414,-0.015228199,0.015228199,0.897950707,0.897950707,0.998164659,0.998164659
NP_416678,yeiR,Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein,946701,"GO:0006766, GO:0008152, GO:0009110",8.805086535,8.786133285,8.840203118,8.708968952,8.798980287,8.742481485,8.857146318,8.55970892,8.762338612,0.013937426,0.598809115,8.739579253,8.785097972,4.369789626,4.392548986,-0.04551872,0.04551872,0.598809115,0.598809115,0.998164659,0.998164659
NP_414968,yajG,putative lipoprotein,945521,,8.745717358,8.894207703,8.868669477,8.792494159,8.786304428,9.24587225,8.960395181,8.652997499,8.868332257,0.030792408,0.505151922,8.911392339,8.825272174,4.45569617,4.412636087,0.086120165,-0.086120165,0.505151922,0.505151922,0.998164659,0.998164659
NP_418357,yiiS,UPF0381 family protein,948416,NA,8.619686071,8.622788024,8.797910166,7.903771712,8.751575724,8.196033837,8.427107071,7.697883752,8.377094545,0.125346374,0.406710291,8.268150096,8.486038993,4.134075048,4.243019497,-0.217888897,0.217888897,0.406710291,0.406710291,0.998164659,0.998164659
NP_417037,hcaD,"phenylpropionate dioxygenase, ferredoxin reductase subunit",945427,"GO:0003824, GO:0006091, GO:0006124, GO:0006807, GO:0008152, GO:0016491, GO:0022904, GO:0019538, GO:0044238",8.883159775,8.946548259,8.902068206,9.05620407,8.826413746,9.316020035,8.964846523,9.092732934,8.998499194,0.023810313,0.369771342,9.05000331,8.946995078,4.525001655,4.473497539,0.103008232,-0.103008232,0.369771342,0.369771342,0.998164659,0.998164659
NP_415257,sucD,"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit",945314,NA,9.192237463,9.044761468,9.048277236,9.15237367,9.1460863,9.201799536,9.286444347,9.122523678,9.149312962,0.011005598,0.310008187,9.189213465,9.109412459,4.594606733,4.55470623,0.079801006,-0.079801006,0.310008187,0.310008187,0.998164659,0.998164659
NP_418209,rbsR,transcriptional repressor of ribose metabolism,948266,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0006139, GO:0006351, GO:0008152, GO:0044238, GO:0001071, GO:0016070",8.853101579,8.810211835,8.878921585,8.966758743,8.884734998,8.74931248,8.798269292,8.886827593,8.853517263,0.010371721,0.526335763,8.829786091,8.877248435,4.414893045,4.438624218,-0.047462345,0.047462345,0.526335763,0.526335763,0.998164659,0.998164659
NP_415904,tynA,"tyramine oxidase, copper-requiring",945939,NA,8.685341863,8.740060201,8.750800757,9.020766823,8.778502451,8.710208666,8.685999059,8.84351279,8.776899076,0.01661402,0.635650415,8.754555741,8.799242411,4.377277871,4.399621206,-0.04468667,0.04468667,0.635650415,0.635650415,0.998164659,0.998164659
NP_418196,rsmG,"16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein",948250,NA,9.461955105,9.428903353,9.447956436,9.738688882,9.360113145,9.461323429,9.570650477,9.577107255,9.50583726,0.0181016,0.782373109,9.492298576,9.519375944,4.746149288,4.759687972,-0.027077368,0.027077368,0.782373109,0.782373109,0.998164659,0.998164659
NP_418095,yicR,UPF0758 family protein,948968,NA,8.924955718,8.895183554,8.686395781,8.760164943,8.427520944,9.053684672,8.829261993,9.074078706,8.831405789,0.041661407,0.842791488,8.846136579,8.816674999,4.423068289,4.408337499,0.02946158,-0.02946158,0.842791488,0.842791488,0.998164659,0.998164659
NP_415040,gcl,glyoxylate carboligase,945394,"GO:0003824, GO:0005975, GO:0006520, GO:0006732, GO:0006766, GO:0008152, GO:0008652, GO:0009110, GO:0016491, GO:0016740, GO:0016829, GO:0016831, GO:0016874, GO:0044238",9.323422816,9.122613358,9.320227002,9.288887893,9.112660865,9.433477221,9.394975662,9.737685849,9.341743833,0.032209252,0.250366093,9.419699899,9.263787767,4.70984995,4.631893884,0.155912132,-0.155912132,0.250366093,0.250366093,0.998164659,0.998164659
NP_417637,infB,translation initiation factor IF-2,947684,"GO:0003824, GO:0003924, GO:0005622, GO:0006139, GO:0006412, GO:0006796, GO:0006807, GO:0008152, GO:0009056, GO:0009058, GO:0009987, GO:0016462, GO:0016787, GO:0019538, GO:0044238, GO:0044464",9.362805484,9.274400192,9.290255892,9.153377316,9.261002757,9.272678563,9.473724945,9.069190526,9.269679459,0.01900232,0.991556345,9.269149198,9.270209721,4.634574599,4.635104861,-0.001060523,0.001060523,0.991556345,0.991556345,0.998164659,0.998164659
NP_418126,ilvN,acetolactate synthase 1 small subunit,948183,"GO:0003824, GO:0005622, GO:0005737, GO:0005829, GO:0006520, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009987, GO:0016740, GO:0032991, GO:0043234, GO:0044238, GO:0044464",7.532120841,7.5672538,7.645615244,8.312461526,7.67984501,7.851350661,7.687687953,8.197895726,7.809278845,0.07219295,0.647589059,7.854194837,7.764362853,3.927097419,3.882181426,0.089831985,-0.089831985,0.647589059,0.647589059,0.998164659,0.998164659
NP_418097,dut,deoxyuridinetriphosphatase,948607,"GO:0003824, GO:0005488, GO:0006139, GO:0006796, GO:0006807, GO:0008152, GO:0009056, GO:0009058, GO:0009987, GO:0016462, GO:0016787, GO:0044238",9.462798824,9.441859743,9.484338478,9.367162361,9.365221883,9.554680784,9.41948301,9.201652465,9.412149693,0.015362516,0.554640481,9.385259535,9.439039852,4.692629768,4.719519926,-0.053780316,0.053780316,0.554640481,0.554640481,0.998164659,0.998164659
NP_414734,nlpE,lipoprotein involved with copper homeostasis and adhesion,946782,,8.314355286,8.393329946,8.285555462,8.77250455,8.219711513,8.812308302,8.659963107,8.590674551,8.50605034,0.045402608,0.413305927,8.570664368,8.441436311,4.285332184,4.220718156,0.129228057,-0.129228057,0.413305927,0.413305927,0.998164659,0.998164659
NP_418222,ilvC,"ketol-acid reductoisomerase, NAD(P)-binding",948286,NA,8.80845693,8.601783165,8.68006174,8.732321394,8.72103029,8.80666942,8.678896328,8.918238809,8.743432259,0.013636874,0.384050401,8.781208712,8.705655807,4.390604356,4.352827904,0.075552904,-0.075552904,0.384050401,0.384050401,0.998164659,0.998164659
NP_416472,yedR,inner membrane protein,946477,,9.323357593,9.472166143,9.449471524,9.0136638,9.556884313,9.190006153,9.357435353,9.1600428,9.31537846,0.033331329,0.991419167,9.316092155,9.314664765,4.658046077,4.657332383,0.00142739,-0.00142739,0.991419167,0.991419167,0.998164659,0.998164659
NP_415693,minD,inhibitor of FtsZ ring polymerization; chromosome-membrane tethering protein; membrane ATPase of the MinCDEE system,945741,NA,8.738099991,8.791302399,8.789409919,8.816162591,8.715223766,8.845422942,8.680756527,8.80246232,8.772355057,0.00967993,0.750846166,8.760966389,8.783743725,4.380483194,4.391871862,-0.022777336,0.022777336,0.750846166,0.750846166,0.998164659,0.998164659
NP_415340,ldtB,"L,D-transpeptidase linking Lpp to murein",945441,NA,8.229566592,8.122587468,8.204043211,8.703276552,8.080419092,8.500347953,8.227077747,8.48290272,8.318777667,0.044309452,0.959255204,8.322686878,8.314868456,4.161343439,4.157434228,0.007818422,-0.007818422,0.959255204,0.959255204,0.998164659,0.998164659
NP_416940,yffN,CPZ-55 prophage; uncharacterized protein,946930,,8.702957103,8.596808869,8.581462737,7.396508598,8.818783941,8.056340184,8.443606156,7.850244092,8.30583896,0.195683083,0.932630995,8.292243593,8.319434327,4.146121797,4.159717163,-0.027190734,0.027190734,0.932630995,0.932630995,0.998164659,0.998164659
NP_416567,yegH,inner membrane protein,946566,NA,8.255929659,8.398586312,8.204405291,8.758395778,8.098867306,8.912169186,8.520702738,8.40307129,8.444015945,0.065905433,0.67222838,8.48370263,8.40432926,4.241851315,4.20216463,0.07937337,-0.07937337,0.67222838,0.67222838,0.998164659,0.998164659
NP_418348,cpxR,response regulator in two-component regulatory system with CpxA,948404,"GO:0003824, GO:0004672, GO:0005622, GO:0005886, GO:0006464, GO:0006468, GO:0006520, GO:0008152, GO:0008168, GO:0009987, GO:0016301, GO:0016740, GO:0019538, GO:0044238, NA",9.251973916,9.203049916,9.269862422,8.978792831,9.217949816,9.28246174,9.277394621,9.265247898,9.218341645,0.013699791,0.33205014,9.260763519,9.175919771,4.630381759,4.587959886,0.084843747,-0.084843747,0.33205014,0.33205014,0.998164659,0.998164659
NP_415479,sxy,CRP-S-dependent promoter expression factor,946504,NA,9.181761085,9.150289278,9.356467021,9.16704498,9.296242553,9.101075587,9.127850603,9.417964062,9.224836896,0.017856796,0.821956335,9.235783201,9.213890591,4.617891601,4.606945296,0.02189261,-0.02189261,0.821956335,0.821956335,0.998164659,0.998164659
NP_416821,truA,tRNA pseudouridine(38-40) synthase,946793,"GO:0003824, GO:0006139, GO:0006399, GO:0008152, GO:0016070, GO:0016829, GO:0044238",9.035680962,8.960427205,9.032472767,8.933718564,9.029844002,8.987290904,8.925727601,8.815037493,8.965024937,0.011173882,0.511402552,8.939475,8.990574875,4.4697375,4.495287437,-0.051099875,0.051099875,0.511402552,0.511402552,0.998164659,0.998164659
NP_415776,trpA,"tryptophan synthase, alpha subunit",946204,"GO:0003824, GO:0005488, GO:0005622, GO:0005737, GO:0006520, GO:0006807, GO:0008152, GO:0008652, GO:0009058, GO:0009536, GO:0009987, GO:0016829, GO:0016836, GO:0043226, GO:0044238, GO:0044464",8.932211752,8.913336987,8.993474819,8.865058462,8.866241873,8.928855528,8.832621737,8.911035637,8.905354599,0.008964516,0.552287697,8.884688694,8.926020505,4.442344347,4.463010253,-0.041331811,0.041331811,0.552287697,0.552287697,0.998164659,0.998164659
NP_415637,nagK,N-acetyl-D-glucosamine kinase,945664,"GO:0003676, GO:0003677, GO:0003700, GO:0003824, GO:0005488, GO:0005975, GO:0005996, GO:0006109, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0008152, GO:0016301, GO:0016740, GO:0016853, GO:0016854, GO:0019200, GO:0044238, GO:0001071, GO:0016070, GO:0019219, GO:0050789, GO:0065007",8.670989451,8.834035048,8.723924251,8.239432292,8.605485621,8.637146649,8.718565274,8.484307956,8.614235818,0.033192298,0.965560458,8.611376375,8.617095261,4.305688187,4.30854763,-0.005718886,0.005718886,0.965560458,0.965560458,0.998164659,0.998164659
NP_417028,suhB,inositol monophosphatase,947285,"GO:0003824, GO:0005975, GO:0006796, GO:0007154, GO:0007165, GO:0008152, GO:0009056, GO:0009987, GO:0016787, GO:0016788, GO:0016791, GO:0044238, GO:0050789, GO:0050896, GO:0065007",8.451250105,8.532780278,8.555104676,8.768403051,8.498850391,8.669771435,8.677958533,8.781507126,8.6169532,0.018051992,0.420786249,8.657021871,8.576884528,4.328510936,4.288442264,0.080137344,-0.080137344,0.420786249,0.420786249,0.998164659,0.998164659
NP_417817,yhfK,"putative transporter, FUSC superfamily inner membrane protein",947866,NA,9.006131649,9.074439054,9.037536283,8.93938319,9.210577803,8.961008976,8.947121111,8.961755803,9.017244234,0.013870166,0.946522953,9.020115923,9.014372544,4.510057962,4.507186272,0.00574338,-0.00574338,0.946522953,0.946522953,0.998164659,0.998164659
NP_414804,yagG,CP4-6 prophage; putative sugar transporter,944947,NA,8.499851903,8.462208708,8.635186009,8.135757811,8.655657036,8.237719256,7.915267126,8.303197078,8.355605616,0.053032252,0.365153463,8.277960124,8.433251108,4.138980062,4.216625554,-0.155290984,0.155290984,0.365153463,0.365153463,0.998164659,0.998164659
NP_418247,hemX,putative uroporphyrinogen III methyltransferase,948446,NA,8.562736939,8.340476481,8.39813194,8.010452985,8.318234129,8.529257092,8.497950286,8.074708054,8.341493488,0.039786465,0.851961514,8.35503739,8.327949586,4.177518695,4.163974793,0.027087804,-0.027087804,0.851961514,0.851961514,0.998164659,0.998164659
NP_417872,gntX,DNA catabolic protein,947915,"GO:0003824, GO:0005975, GO:0005996, GO:0008152, GO:0016740, GO:0044238",8.474562057,8.495023984,8.626464276,8.589489355,8.564661908,8.846392087,8.749889549,8.777411373,8.640486824,0.014000177,0.05103181,8.734588729,8.546384918,4.367294365,4.273192459,0.188203811,-0.188203811,0.05103181,0.05103181,0.998164659,0.998164659
NP_415440,elyC,envelope biogenesis factor; DUF218 superfamily protein,945546,"GO:0005886, GO:0006807, GO:0008152, GO:0009987, GO:0016020, GO:0016021, GO:0044085, GO:0044464, GO:0071840",6.56952997,6.218872755,6.303260265,6.733574137,6.207553282,6.848024916,6.956959375,6.714886655,6.569082669,0.062785382,0.234903254,6.681856057,6.456309282,3.340928029,3.228154641,0.225546775,-0.225546775,0.234903254,0.234903254,0.998164659,0.998164659
NP_417978,yhjC,LysR family putative transcriptional regulator,948035,NA,8.530603244,8.493392992,8.58353254,8.583846919,8.652174091,8.606962022,8.749328881,8.878598027,8.63480484,0.012856519,0.058167679,8.721765756,8.547843924,4.360882878,4.273921962,0.173921832,-0.173921832,0.058167679,0.058167679,0.998164659,0.998164659
NP_417221,rpoS,"RNA polymerase, sigma S (sigma 38) factor",947210,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0005515, GO:0006139, GO:0006351, GO:0008152, GO:0044238, GO:0001071, GO:0016070",8.950757859,8.940437799,8.902866385,8.572524551,9.002932661,8.928514302,8.912448336,8.211560397,8.802755286,0.063937655,0.67377938,8.763863924,8.841646648,4.381931962,4.420823324,-0.077782724,0.077782724,0.67377938,0.67377938,0.998164659,0.998164659
NP_415908,paaC,"ring 1,2-phenylacetyl-CoA epoxidase subunit",945956,"GO:0005622, GO:0005737, GO:0005829, GO:0008152, GO:0009056, GO:0009987, GO:0044464, GO:0050896",8.713058257,8.984307424,8.814493133,9.125782158,8.610328552,9.044287494,8.909485142,9.177702939,8.922430638,0.038139981,0.854608804,8.935451032,8.909410243,4.467725516,4.454705122,0.026040788,-0.026040788,0.854608804,0.854608804,0.998164659,0.998164659
NP_418084,waaO,"UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase",948143,"GO:0003824, GO:0005975, GO:0005976, GO:0008152, GO:0009058, GO:0016740, GO:0016757, GO:0044238",9.682856639,9.590515568,9.704771589,9.4019753,9.589944497,9.446989225,9.654928496,9.320710137,9.549086431,0.021167547,0.395009311,9.503143088,9.595029774,4.751571544,4.797514887,-0.091886686,0.091886686,0.395009311,0.395009311,0.998164659,0.998164659
NP_415497,cbdA,"cytochrome bd-II oxidase, subunit I",945585,NA,8.462744003,8.270351614,8.382768666,9.047985405,8.332598845,8.78333424,8.528929493,8.729159765,8.567234004,0.061595256,0.771426803,8.593505586,8.540962422,4.296752793,4.270481211,0.052543164,-0.052543164,0.771426803,0.771426803,0.998164659,0.998164659
NP_418290,yigZ,UPF0029 family protein,948334,"GO:0006520, GO:0006521, GO:0008152, GO:0044238, GO:0050789, GO:0065007",9.302619513,9.332057724,9.123175908,9.095843377,9.185114844,9.139447771,9.317518154,9.149289285,9.205633322,0.014526654,0.8589821,9.197842513,9.21342413,4.598921257,4.606712065,-0.015581617,0.015581617,0.8589821,0.8589821,0.998164659,0.998164659
NP_414900,tauB,taurine ABC transporter ATPase,945027,"GO:0003824, GO:0005215, GO:0005975, GO:0006520, GO:0006796, GO:0006810, GO:0006817, GO:0006865, GO:0008152, GO:0008643, GO:0016787, GO:0022857, GO:0042626, GO:0044238, NA",7.929263684,7.852546538,7.829572575,7.650668305,7.930702704,7.942365222,7.842220417,7.84381369,7.852644142,0.012999301,0.380991437,7.889775508,7.815512775,3.944887754,3.907756388,0.074262733,-0.074262733,0.380991437,0.380991437,0.998164659,0.998164659
NP_417542,yqjI,PadR family putative transcriptional regulator,947584,NA,8.056990441,7.968993164,8.01469996,8.6133955,7.972032526,8.395331111,8.171849615,8.809210044,8.250312795,0.080745886,0.410055692,8.337105824,8.163519766,4.168552912,4.081759883,0.173586058,-0.173586058,0.410055692,0.410055692,0.998164659,0.998164659
